Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,YTD Expenditure (Line Item),Department Total YTD,PDF File,PDF Page
71000 Instruction,FY12,71200,Special Education Program,198,Non-Certified Substitute Teachers,"2,015.00",,fund141FY12.pdf,22
71000 Instruction,FY12,71200,Special Education Program,201,Social Security,"20,624.76",,fund141FY12.pdf,22
71000 Instruction,FY12,71200,Special Education Program,204,State Retirement,"29,027.01",,fund141FY12.pdf,22
71000 Instruction,FY12,71200,Special Education Program,207,Medical Insurance,"52,317.83",,fund141FY12.pdf,22
71000 Instruction,FY12,71200,Special Education Program,210,Unemployment Compensation,0,,fund141FY12.pdf,22
71000 Instruction,FY12,71200,Special Education Program,212,Employer Medicare,"4,823.53",,fund141FY12.pdf,22
71000 Instruction,FY12,71200,Special Education Program,312,Contracts With Private Agencies,0,,fund141FY12.pdf,22
71000 Instruction,FY12,71200,Special Education Program,429,Instructional Supplies And Materials,152.49,,fund141FY12.pdf,22
71000 Instruction,FY12,71200,Special Education Program,,Department Total,,"455,700.46",fund141FY12.pdf,22
71000 Instruction,FY12,71300,Vocational Education Program,116,Teachers,"176,811.56",,fund141FY12.pdf,22
71000 Instruction,FY12,71300,Vocational Education Program,117,Career Ladder Program,"1,905.84",,fund141FY12.pdf,22
71000 Instruction,FY12,71300,Vocational Education Program,201,Social Security,"10,612.28",,fund141FY12.pdf,22
71000 Instruction,FY12,71300,Vocational Education Program,204,State Retirement,"16,173.78",,fund141FY12.pdf,22
71000 Instruction,FY12,71300,Vocational Education Program,207,Medical Insurance,"25,416.12",,fund141FY12.pdf,22
71000 Instruction,FY12,71300,Vocational Education Program,210,Unemployment Compensation,0,,fund141FY12.pdf,22
71000 Instruction,FY12,71300,Vocational Education Program,212,Employer Medicare,"2,481.75",,fund141FY12.pdf,22
71000 Instruction,FY12,71300,Vocational Education Program,429,Instructional Supplies And Materials,"3,654.03",,fund141FY12.pdf,22
71000 Instruction,FY12,71300,Vocational Education Program,599,Other Charges,162.84,,fund141FY12.pdf,22
71000 Instruction,FY12,71300,Vocational Education Program,,Department Total,,"237,218.20",fund141FY12.pdf,22
72000 Support Services,FY12,72110,Attendance,105,Supervisor/Director,"5,844.18",,fund141FY12.pdf,23
72000 Support Services,FY12,72110,Attendance,201,Social Security,355.43,,fund141FY12.pdf,23
72000 Support Services,FY12,72110,Attendance,204,State Retirement,528.84,,fund141FY12.pdf,23
72000 Support Services,FY12,72110,Attendance,207,Medical Insurance,323.39,,fund141FY12.pdf,23
72000 Support Services,FY12,72110,Attendance,210,Unemployment Compensation,0,,fund141FY12.pdf,23
72000 Support Services,FY12,72110,Attendance,212,Employer Medicare,83.12,,fund141FY12.pdf,23
72000 Support Services,FY12,72110,Attendance,,Department Total,,"7,134.96",fund141FY12.pdf,23
72000 Support Services,FY12,72120,Health Services,131,Medical Personnel,"42,409.79",,fund141FY12.pdf,23
72000 Support Services,FY12,72120,Health Services,201,Social Security,"2,532.10",,fund141FY12.pdf,23
72000 Support Services,FY12,72120,Health Services,204,State Retirement,"3,838.04",,fund141FY12.pdf,23
72000 Support Services,FY12,72120,Health Services,207,Medical Insurance,"5,737.25",,fund141FY12.pdf,23
72000 Support Services,FY12,72120,Health Services,210,Unemployment Compensation,0,,fund141FY12.pdf,23
72000 Support Services,FY12,72120,Health Services,212,Employer Medicare,592.18,,fund141FY12.pdf,23
72000 Support Services,FY12,72120,Health Services,355,Travel,0,,fund141FY12.pdf,23
72000 Support Services,FY12,72120,Health Services,499,Other Supplies And Materials,601.84,,fund141FY12.pdf,23
72000 Support Services,FY12,72120,Health Services,599,Other Charges,258,,fund141FY12.pdf,23
72000 Support Services,FY12,72120,Health Services,,Department Total,,"55,969.20",fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,117,Career Ladder Program,"1,000.08",,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,123,Guidance Personnel,"134,270.49",,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,162,Clerical Personnel,"2,000.16",,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,189,Other Salaries & Wages,"27,126.00",,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,201,Social Security,"9,891.54",,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,204,State Retirement,"14,820.75",,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,207,Medical Insurance,"16,024.26",,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,210,Unemployment Compensation,0,,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,212,Employer Medicare,"2,313.31",,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,307,Communication,0,,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,309,Contracts With Government Agencies,"35,647.01",,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,322,Evaluation And Testing,"3,246.50",,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,348,Postal Charges,39.27,,fund141FY12.pdf,23
72000 Support Services,FY12,72130,Other Student Support,399,Other Contracted Services,"20,000.00",,fund141FY12.pdf,24
72000 Support Services,FY12,72130,Other Student Support,499,Other Supplies And Materials,"35,139.53",,fund141FY12.pdf,24
72000 Support Services,FY12,72130,Other Student Support,524,In-Service/Staff Development,"3,417.32",,fund141FY12.pdf,24
72000 Support Services,FY12,72130,Other Student Support,599,Other Charges,"4,435.73",,fund141FY12.pdf,24
72000 Support Services,FY12,72130,Other Student Support,790,Other Equipment,"2,287.47",,fund141FY12.pdf,24
72000 Support Services,FY12,72130,Other Student Support,,Department Total,,"311,659.42",fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,105,Supervisor/Director,"169,680.52",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,117,Career Ladder Program,"1,000.08",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,129,Librarians,"70,277.69",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,163,Educational Assistants,"15,160.08",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,189,Other Salaries & Wages,"40,773.48",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,201,Social Security,"17,681.81",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,204,State Retirement,"25,285.22",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,207,Medical Insurance,"41,777.73",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,210,Unemployment Compensation,0,,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,212,Employer Medicare,"4,135.27",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,336,Maintenance And Repair Services-Equipr,0,,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,355,Travel,"1,235.60",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,432,Library Books/Media,"4,427.35",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,499,Other Supplies And Materials,583.52,,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,524,In-Service/Staff Development,"1,146.39",,fund141FY12.pdf,24
72000 Support Services,FY12,72210,Regular Instruction Program,,Department Total,,"393,164.74",fund141FY12.pdf,24
72000 Support Services,FY12,72220,Special Education Program,162,Clerical Personnel,"2,000.00",,fund141FY12.pdf,24
72000 Support Services,FY12,72220,Special Education Program,201,Social Security,122.38,,fund141FY12.pdf,24
72000 Support Services,FY12,72220,Special Education Program,204,State Retirement,123.6,,fund141FY12.pdf,24
72000 Support Services,FY12,72220,Special Education Program,207,Medical Insurance,86.56,,fund141FY12.pdf,24
72000 Support Services,FY12,72220,Special Education Program,212,Employer Medicare,28.62,,fund141FY12.pdf,24
72000 Support Services,FY12,72220,Special Education Program,355,Travel,"1,650.84",,fund141FY12.pdf,24
72000 Support Services,FY12,72220,Special Education Program,,Department Total,,"4,012.00",fund141FY12.pdf,24
72000 Support Services,FY12,72230,Vocational Education Program,105,Supervisor/Director,"20,322.72",,fund141FY12.pdf,25
72000 Support Services,FY12,72230,Vocational Education Program,117,Career Ladder Program,434.16,,fund141FY12.pdf,25
72000 Support Services,FY12,72230,Vocational Education Program,201,Social Security,"1,229.99",,fund141FY12.pdf,25
72000 Support Services,FY12,72230,Vocational Education Program,204,State Retirement,"1,878.48",,fund141FY12.pdf,25
72000 Support Services,FY12,72230,Vocational Education Program,207,Medical Insurance,"1,944.26",,fund141FY12.pdf,25
72000 Support Services,FY12,72230,Vocational Education Program,212,Employer Medicare,287.63,,fund141FY12.pdf,25
72000 Support Services,FY12,72230,Vocational Education Program,,Department Total,,"26,097.24",fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,191,Board And Committee Members Fees,"1,250.00",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,201,Social Security,77.5,,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,207,Medical Insurance,"16,246.12",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,210,Unemployment Compensation,"3,555.36",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,212,Employer Medicare,18.11,,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,305,Audit Services,"3,500.00",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,320,Dues And Memberships,"6,020.00",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,355,Travel,105.96,,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,506,Liability Insurance,"13,363.50",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,508,Premiums On Corporate Surety Bonds,175,,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,510,Trustee's Commission,"56,949.87",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,513,Workman's Compensation Insurance,"69,288.00",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,524,In-Service/Staff Development,"3,102.12",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,533,Criminal Investigation Of Applicants - TE,"2,640.00",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,599,Other Charges,"13,612.23",,fund141FY12.pdf,25
72000 Support Services,FY12,72310,Board Of Education,,Department Total,,"189,903.77",fund141FY12.pdf,25
72000 Support Services,FY12,72320,Director Of Schools,101,County Official/Administrative Officer,"75,184.08",,fund141FY12.pdf,25
72000 Support Services,FY12,72320,Director Of Schools,117,Career Ladder Program,"1,000.00",,fund141FY12.pdf,25
72000 Support Services,FY12,72320,Director Of Schools,162,Clerical Personnel,"3,000.00",,fund141FY12.pdf,25
72000 Support Services,FY12,72320,Director Of Schools,201,Social Security,"4,909.42",,fund141FY12.pdf,25
72000 Support Services,FY12,72320,Director Of Schools,204,State Retirement,"6,894.74",,fund141FY12.pdf,25
72000 Support Services,FY12,72320,Director Of Schools,207,Medical Insurance,"14,629.68",,fund141FY12.pdf,25
72000 Support Services,FY12,72320,Director Of Schools,208,Dental Insurance,850.08,,fund141FY12.pdf,25
72000 Support Services,FY12,72320,Director Of Schools,212,Employer Medicare,"1,148.17",,fund141FY12.pdf,25
72000 Support Services,FY12,72320,Director Of Schools,307,Communication,"31,532.19",,fund141FY12.pdf,26
72000 Support Services,FY12,72320,Director Of Schools,355,Travel,"1,242.51",,fund141FY12.pdf,26
72000 Support Services,FY12,72320,Director Of Schools,435,Office Supplies,"4,334.94",,fund141FY12.pdf,26
72000 Support Services,FY12,72320,Director Of Schools,599,Other Charges,"7,561.13",,fund141FY12.pdf,26
72000 Support Services,FY12,72320,Director Of Schools,701,Administration Equipment,"4,157.54",,fund141FY12.pdf,26
72000 Support Services,FY12,72320,Director Of Schools,,Department Total,,"156,444.48",fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,104,Principals,"125,486.16",,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,117,Career Ladder Program,"3,000.16",,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,139,Assistant Principals,"104,688.92",,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,161,Secretary(s),"61,812.06",,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,162,Clerical Personnel,"56,389.28",,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,201,Social Security,"20,542.03",,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,204,State Retirement,"28,407.29",,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,207,Medical Insurance,"73,414.12",,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,210,Unemployment Compensation,0,,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,212,Employer Medicare,"4,804.19",,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,307,Communication,386.35,,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,599,Other Charges,139.44,,fund141FY12.pdf,26
72000 Support Services,FY12,72410,Office Of The Principal,,Department Total,,"479,070.00",fund141FY12.pdf,26
72000 Support Services,FY12,72510,Fiscal Services,105,Supervisor/Director,"37,302.00",,fund141FY12.pdf,26
72000 Support Services,FY12,72510,Fiscal Services,119,Accountants/Bookkeepers,"29,863.88",,fund141FY12.pdf,26
72000 Support Services,FY12,72510,Fiscal Services,201,Social Security,"4,030.51",,fund141FY12.pdf,26
72000 Support Services,FY12,72510,Fiscal Services,204,State Retirement,"4,150.80",,fund141FY12.pdf,26
72000 Support Services,FY12,72510,Fiscal Services,207,Medical Insurance,"4,299.56",,fund141FY12.pdf,26
72000 Support Services,FY12,72510,Fiscal Services,210,Unemployment Compensation,0,,fund141FY12.pdf,26
72000 Support Services,FY12,72510,Fiscal Services,212,Employer Medicare,942.65,,fund141FY12.pdf,26
72000 Support Services,FY12,72510,Fiscal Services,,Department Total,,"80,589.40",fund141FY12.pdf,26
72000 Support Services,FY12,72610,Operation Of Plant,166,Custodial Personnel,"160,968.51",,fund141FY12.pdf,26
72000 Support Services,FY12,72610,Operation Of Plant,201,Social Security,"8,787.34",,fund141FY12.pdf,26
72000 Support Services,FY12,72610,Operation Of Plant,204,State Retirement,"9,423.70",,fund141FY12.pdf,26
72000 Support Services,FY12,72610,Operation Of Plant,207,Medical Insurance,"65,636.79",,fund141FY12.pdf,27
72000 Support Services,FY12,72610,Operation Of Plant,210,Unemployment Compensation,0,,fund141FY12.pdf,27
72000 Support Services,FY12,72610,Operation Of Plant,212,Employer Medicare,"2,055.08",,fund141FY12.pdf,27
72000 Support Services,FY12,72610,Operation Of Plant,399,Other Contracted Services,"4,600.04",,fund141FY12.pdf,27
72000 Support Services,FY12,72610,Operation Of Plant,415,Electricity,"262,132.94",,fund141FY12.pdf,27
72000 Support Services,FY12,72610,Operation Of Plant,434,Natural Gas,"31,043.68",,fund141FY12.pdf,27
72000 Support Services,FY12,72610,Operation Of Plant,454,Water And Sewer,"30,733.12",,fund141FY12.pdf,27
72000 Support Services,FY12,72610,Operation Of Plant,499,Other Supplies And Materials,"55,067.42",,fund141FY12.pdf,27
72000 Support Services,FY12,72610,Operation Of Plant,502,Building And Contents Insurance,"39,173.00",,fund141FY12.pdf,27
72000 Support Services,FY12,72610,Operation Of Plant,,Department Total,,"669,621.62",fund141FY12.pdf,27
72000 Support Services,FY12,72620,Maintenance Of Plant,167,Maintenance Personnel,"83,089.74",,fund141FY12.pdf,27
72000 Support Services,FY12,72620,Maintenance Of Plant,201,Social Security,"5,007.05",,fund141FY12.pdf,27
