Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,Year-to-Date Expenditures,Department Total,PDF file,PDF page
52000 - Finance,FY11,52300,Property Assessor's Office,332,"Legal Notices, Recording And Court Cost",137,,FY11.pdf,3
52000 - Finance,FY11,52300,Property Assessor's Office,355,Travel,571.32,,FY11.pdf,3
52000 - Finance,FY11,52300,Property Assessor's Office,399,Other Contracted Services,"5,900.00",,FY11.pdf,3
52000 - Finance,FY11,52300,Property Assessor's Office,,,,"73,058.71",FY11.pdf,3
52000 - Finance,FY11,52400,County Trustee's Office,101,County Official/Administrative Officer,"52,250.88",,FY11.pdf,3
52000 - Finance,FY11,52400,County Trustee's Office,169,Part-Time Personnel,"2,720.31",,FY11.pdf,3
52000 - Finance,FY11,52400,County Trustee's Office,196,In-Service Training,770.43,,FY11.pdf,3
52000 - Finance,FY11,52400,County Trustee's Office,307,Communication,416.15,,FY11.pdf,3
52000 - Finance,FY11,52400,County Trustee's Office,317,Data Processing Services,"4,507.00",,FY11.pdf,3
52000 - Finance,FY11,52400,County Trustee's Office,320,Dues And Memberships,423.94,,FY11.pdf,3
52000 - Finance,FY11,52400,County Trustee's Office,332,"Legal Notices, Recording And Court Cost",344.12,,FY11.pdf,3
52000 - Finance,FY11,52400,County Trustee's Office,349,"Printing, Stationery And Forms",83.23,,FY11.pdf,3
52000 - Finance,FY11,52400,County Trustee's Office,355,Travel,687.39,,FY11.pdf,4
52000 - Finance,FY11,52400,County Trustee's Office,435,Office Supplies,60.48,,FY11.pdf,4
52000 - Finance,FY11,52400,County Trustee's Office,508,Premiums On Corporate Surety Bonds,"2,204.00",,FY11.pdf,4
52000 - Finance,FY11,52400,County Trustee's Office,719,Office Equipment,190.49,,FY11.pdf,4
52000 - Finance,FY11,52400,County Trustee's Office,,,,"64,658.42",FY11.pdf,4
52000 - Finance,FY11,52500,County Clerk's Office,101,County Official/Administrative Officer,"52,250.88",,FY11.pdf,4
52000 - Finance,FY11,52500,County Clerk's Office,169,Part-Time Personnel,"10,993.00",,FY11.pdf,4
52000 - Finance,FY11,52500,County Clerk's Office,307,Communication,438.24,,FY11.pdf,4
52000 - Finance,FY11,52500,County Clerk's Office,320,Dues And Memberships,360,,FY11.pdf,4
52000 - Finance,FY11,52500,County Clerk's Office,337,Maintenance And Repair Services-Office,0,,FY11.pdf,4
52000 - Finance,FY11,52500,County Clerk's Office,349,"Printing, Stationery And Forms",316.38,,FY11.pdf,4
52000 - Finance,FY11,52500,County Clerk's Office,355,Travel,0,,FY11.pdf,4
52000 - Finance,FY11,52500,County Clerk's Office,508,Premiums On Corporate Surety Bonds,263,,FY11.pdf,4
52000 - Finance,FY11,52500,County Clerk's Office,719,Office Equipment,28.77,,FY11.pdf,4
52000 - Finance,FY11,52500,County Clerk's Office,,,,"64,650.27",FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,101,County Official/Administrative Officer,"52,251.08",,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,169,Part-Time Personnel,"7,972.50",,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,194,Jury And Witness Expense,990,,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,307,Communication,434.29,,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,317,Data Processing Services,"3,647.40",,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,320,Dues And Memberships,758.28,,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,332,"Legal Notices, Recording And Court Cost",571.48,,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,334,Maintenance Agreements,"2,257.35",,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,349,"Printing, Stationery And Forms",776.93,,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,355,Travel,46.55,,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,399,Other Contracted Services,"1,438.13",,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,508,Premiums On Corporate Surety Bonds,266,,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,719,Office Equipment,"1,796.32",,FY11.pdf,4
53000 - Administration of Justice,FY11,53100,Circuit Court,,,,"73,206.31",FY11.pdf,4
53000 - Administration of Justice,FY11,53300,General Sessions Court,102,Judge(s),"62,194.80",,FY11.pdf,4
53000 - Administration of Justice,FY11,53300,General Sessions Court,355,Travel,187.95,,FY11.pdf,4
53000 - Administration of Justice,FY11,53300,General Sessions Court,,,,"62,382.75",FY11.pdf,4
53000 - Administration of Justice,FY11,53400,Chancery Court,101,County Official/Administrative Officer,"52,250.88",,FY11.pdf,5
53000 - Administration of Justice,FY11,53400,Chancery Court,169,Part-Time Personnel,"1,338.75",,FY11.pdf,5
53000 - Administration of Justice,FY11,53400,Chancery Court,194,Jury And Witness Expense,0,,FY11.pdf,5
53000 - Administration of Justice,FY11,53400,Chancery Court,196,In-Service Training,0,,FY11.pdf,5
53000 - Administration of Justice,FY11,53400,Chancery Court,307,Communication,398.45,,FY11.pdf,5
53000 - Administration of Justice,FY11,53400,Chancery Court,320,Dues And Memberships,345,,FY11.pdf,5
53000 - Administration of Justice,FY11,53400,Chancery Court,349,"Printing, Stationery And Forms",357,,FY11.pdf,5
53000 - Administration of Justice,FY11,53400,Chancery Court,355,Travel,99.36,,FY11.pdf,5
53000 - Administration of Justice,FY11,53400,Chancery Court,437,Periodicals,360.87,,FY11.pdf,5
53000 - Administration of Justice,FY11,53400,Chancery Court,719,Office Equipment,755.8,,FY11.pdf,5
53000 - Administration of Justice,FY11,53400,Chancery Court,,,,"55,906.11",FY11.pdf,5
53000 - Administration of Justice,FY11,53500,Juvenile Court,105,Supervisor/Director,"9,000.00",,FY11.pdf,5
53000 - Administration of Justice,FY11,53500,Juvenile Court,,,,"9,000.00",FY11.pdf,5
53000 - Administration of Justice,FY11,53700,Judicial Commissioners,101,County Official/Administrative Officer,"12,362.64",,FY11.pdf,5
53000 - Administration of Justice,FY11,53700,Judicial Commissioners,307,Communication,452.88,,FY11.pdf,5
53000 - Administration of Justice,FY11,53700,Judicial Commissioners,355,Travel,0,,FY11.pdf,5
53000 - Administration of Justice,FY11,53700,Judicial Commissioners,,,,"12,815.52",FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,101,County Official/Administrative Officer,"57,476.89",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,105,Supervisor/Director,"35,887.84",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,106,Deputy(les),"220,600.16",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,108,Investigator(s),"33,956.08",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,115,Sergeant(s),"33,034.16",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,148,Dispatchers/Radio Operators,"121,274.56",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,186,Longevity Pay,"27,000.00",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,187,Overtime Pay,531.72,,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,189,Other Salaries & Wages,"15,385.51",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,196,In-Service Training,"9,645.00",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,307,Communication,"6,769.63",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,312,Contracts With Private Agencies,"5,780.00",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,320,Dues And Memberships,35,,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,336,Maintenance And Repair Services-Equipr,130,,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,338,Maintenance And Repair Services-Vehicle,"15,388.35",,FY11.pdf,5
54000 - Public Safety,FY11,54110,Sheriff's Department,340,Medical And Dental Services,0,,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,348,Postal Charges,700.2,,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,349,"Printing, Stationery And Forms","2,899.14",,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,354,Transportation-Other Than Students,400,,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,355,Travel,639.3,,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,399,Other Contracted Services,"1,362.95",,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,413,Drugs And Medical Supplies,247.27,,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,425,Gasoline,"41,763.46",,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,435,Office Supplies,"1,514.27",,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,451,Uniforms,"5,663.82",,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,599,Other Charges,"1,629.28",,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,709,Data Processing Equipment,"1,842.56",,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,716,Law Enforcement Equipment,"8,394.91",,FY11.pdf,6
54000 - Public Safety,FY11,54110,Sheriff's Department,,,,"649,952.06",FY11.pdf,6
54000 - Public Safety,FY11,54160,Administration Of The Sexual Offender Rg,348,Postal Charges,0,,FY11.pdf,6
54000 - Public Safety,FY11,54160,Administration Of The Sexual Offender Rg,399,Other Contracted Services,350,,FY11.pdf,6
54000 - Public Safety,FY11,54160,Administration Of The Sexual Offender Rg,435,Office Supplies,291.57,,FY11.pdf,6
54000 - Public Safety,FY11,54160,Administration Of The Sexual Offender Rg,,,,641.57,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,141,Foremen,"25,243.20",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,160,Guards,"109,949.90",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,161,Secretary(s),"23,571.52",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,186,Longevity Pay,"4,000.00",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,187,Overtime Pay,171.48,,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,189,Other Salaries & Wages,"6,690.68",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,196,In-Service Training,"1,115.55",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,309,Contracts With Government Agencies,"1,865.00",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,335,Maintenance And Repair Services-Buildir,"7,265.08",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,336,Maintenance And Repair Services-Equipr,523.99,,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,340,Medical And Dental Services,"15,170.09",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,347,Pest Control,157,,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,399,Other Contracted Services,"1,810.52",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,410,Custodial Supplies,"2,657.41",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,413,Drugs And Medical Supplies,"2,556.93",,FY11.pdf,6
54000 - Public Safety,FY11,54210,Jail,415,Electricity,"16,971.76",,FY11.pdf,7
54000 - Public Safety,FY11,54210,Jail,421,Food Preparation Supplies,"1,069.22",,FY11.pdf,7
54000 - Public Safety,FY11,54210,Jail,422,Food Supplies,"27,252.59",,FY11.pdf,7
54000 - Public Safety,FY11,54210,Jail,434,Natural Gas,"2,686.39",,FY11.pdf,7
54000 - Public Safety,FY11,54210,Jail,441,Prisoners Clothing,"1,266.59",,FY11.pdf,7
54000 - Public Safety,FY11,54210,Jail,451,Uniforms,"2,128.53",,FY11.pdf,7
54000 - Public Safety,FY11,54210,Jail,454,Water And Sewer,"10,285.18",,FY11.pdf,7
54000 - Public Safety,FY11,54210,Jail,599,Other Charges,640.61,,FY11.pdf,7
54000 - Public Safety,FY11,54210,Jail,,,,"265,049.22",FY11.pdf,7
54000 - Public Safety,FY11,54260,Commissary,348,Postal Charges,124.96,,FY11.pdf,7
54000 - Public Safety,FY11,54260,Commissary,349,"Printing, Stationery And Forms",272.88,,FY11.pdf,7
54000 - Public Safety,FY11,54260,Commissary,413,Drugs And Medical Supplies,137.8,,FY11.pdf,7
54000 - Public Safety,FY11,54260,Commissary,422,Food Supplies,617,,FY11.pdf,7
54000 - Public Safety,FY11,54260,Commissary,435,Office Supplies,0,,FY11.pdf,7
54000 - Public Safety,FY11,54260,Commissary,499,Other Supplies And Materials,0,,FY11.pdf,7
54000 - Public Safety,FY11,54260,Commissary,,,,"1,152.64",FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,169,Part-Time Personnel,"12,362.64",,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,196,In-Service Training,"3,573.17",,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,307,Communication,408.7,,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,334,Maintenance Agreements,"5,926.32",,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,335,Maintenance And Repair Services-Buildir,"3,025.84",,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,338,Maintenance And Repair Services-Vehicle,"17,376.34",,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,347,Pest Control,157,,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,351,Rentals,0,,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,415,Electricity,"3,081.92",,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,425,Gasoline,"4,808.18",,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,434,Natural Gas,"4,883.66",,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,435,Office Supplies,405.98,,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,454,Water And Sewer,677.49,,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,503,Excess Risk Insurance,"1,479.00",,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,790,Other Equipment,"50,184.03",,FY11.pdf,7
54000 - Public Safety,FY11,54310,Fire Prevention And Control,,,,"108,350.27",FY11.pdf,7
54000 - Public Safety,FY11,54490,Other Emergency Management,307,Communication,"1,910.00",,FY11.pdf,8
54000 - Public Safety,FY11,54490,Other Emergency Management,336,Maintenance And Repair Services-Equipr,0,,FY11.pdf,8
54000 - Public Safety,FY11,54490,Other Emergency Management,499,Other Supplies And Materials,"29,522.82",,FY11.pdf,8
54000 - Public Safety,FY11,54490,Other Emergency Management,790,Other Equipment,812.5,,FY11.pdf,8
54000 - Public Safety,FY11,54490,Other Emergency Management,,,,"32,245.32",FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,131,Medical Personnel,"52,387.52",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,307,Communication,"1,902.41",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,309,Contracts With Government Agencies,"14,100.00",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,312,Contracts With Private Agencies,"4,400.00",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,335,Maintenance And Repair Services-Buildir,"7,305.44",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,347,Pest Control,173,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,348,Postal Charges,0,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,355,Travel,779.23,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,399,Other Contracted Services,200,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,410,Custodial Supplies,0,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,413,Drugs And Medical Supplies,19.5,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,435,Office Supplies,134.5,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,452,Utilities,"6,013.97",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,454,Water And Sewer,88.02,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,499,Other Supplies And Materials,0.18,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55110,Local Health Center,,,,"87,503.77",FY11.pdf,8
55000 - Public Health and Welfare,FY11,55120,Rabies And Animal Control,499,Other Supplies And Materials,945,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55120,Rabies And Animal Control,,,,945,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55130,Ambulance/Emergency Medical Services,105,Supervisor/Director,"40,599.92",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55130,Ambulance/Emergency Medical Services,133,Paraprofessionals,"172,827.23",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55130,Ambulance/Emergency Medical Services,169,Part-Time Personnel,"10,235.96",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55130,Ambulance/Emergency Medical Services,186,Longevity Pay,"10,000.00",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55130,Ambulance/Emergency Medical Services,187,Overtime Pay,"33,462.43",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55130,Ambulance/Emergency Medical Services,189,Other Salaries & Wages,"1,050.24",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55130,Ambulance/Emergency Medical Services,196,In-Service Training,668.98,,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55130,Ambulance/Emergency Medical Services,307,Communication,"3,202.87",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55130,Ambulance/Emergency Medical Services,317,Data Processing Services,"9,124.71",,FY11.pdf,8
55000 - Public Health and Welfare,FY11,55130,Ambulance/Emergency Medical Services,320,Dues And Memberships,"1,320.00",,FY11.pdf,9
